# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
4882.3000 F2122 187468 7 2760.3000 pm102 c32 253 N pm102->t97->t96->p11->p13->t98->p21->c32
4882.9000 F905 145393 8 3977.9000 wm122 c32 233 N wm122->w64->t97->t96->p11->p13->t98->p21->c32
4891.8000 F4693 298674 2 198.8000 wm121 c54 296 N wm121->p15->c54
4984.7000 F4740 236802 1 244.7000 cm117 w77 295 N cm117->w77
4990.7000 F4977 377469 1 13.7000 cm111 w88 299 N cm111->w88
4992.7000 F4708 482620 1 284.7000 cm111 w88 295 N cm111->w88
5045.6000 M86 667043 2 2478.6000 p9 p8 258 N p9->w70->p8
5048.0000 F1551 237818 4 3497.0000 wm123 cm110 241 N wm123->w77->t100->t98->cm110
5052.5000 F3171 150162 5 1881.5000 pm106 w73 268 N pm106->c36->c32->c44->t98->w73
5061.8000 F4406 474655 2 655.8000 wm118 p11 289 N wm118->c40->p11
5064.3000 F937 241272 8 4127.3000 cm117 c45 231 N cm117->cm110->w64->w87->w92->c60->c40->w66->c45
5067.2000 M125 717958 1 1331.2000 w66 c45 277 N w66->c45
5072.1000 F4891 171640 1 181.1000 pm108 c33 296 N pm108->c33
5089.2000 F2292 134325 2 2797.2000 wm122 c38 253 N wm122->w70->c38
5105.8000 F2543 130085 3 2562.8000 cm117 t98 257 N cm117->w89->c33->t98
5110.1000 F1325 318119 4 3785.1000 wm123 wm125 236 N wm123->w77->p13->t100->wm125
5111.1000 F61 248499 6 5050.1000 wm120 wm125 215 N wm120->w81->c47->w77->p13->t100->wm125
5136.8000 F1164 481763 3 3972.8000 pm105 p8 233 N pm105->p1->t96->p8
5149.2000 F4651 266495 2 498.2000 pm102 c62 291 N pm102->c32->c62
5151.6000 F1199 440770 4 3952.6000 wm118 c36 234 N wm118->w69->t96->t97->c36
5158.4000 M167 558919 1 193.4000 w65 c53 296 N w65->c53
5161.3000 F606 139204 5 4555.3000 pm104 cm114 224 N pm104->w65->c56->p8->p14->cm114
5177.9000 F4887 248489 1 290.9000 cm114 p11 295 N cm114->p11
5183.1000 M25 982211 2 4453.1000 t97 cm116 225 N t97->t99->cm116
5184.3000 F551 298175 3 4633.3000 wm120 cm116 222 N wm120->t98->t99->cm116
5185.4000 F4854 117664 1 331.4000 pm108 cm114 294 N pm108->cm114
5197.3000 F5048 140913 1 149.3000 cm117 c38 297 N cm117->c38
5201.8000 F1355 126192 5 3846.8000 cm110 w70 235 N cm110->w76->c37->t97->t96->w70
5205.7000 F4438 397487 2 767.7000 pm106 c39 287 N pm106->w79->c39
5210.7000 F3874 231418 2 1336.7000 wm119 p25 277 N wm119->c38->p25
5218.8000 F4514 232365 3 704.8000 pm103 c35 288 N pm103->c54->c47->c35
5240.8000 F4921 442871 3 319.8000 pm104 cm115 294 N pm104->c38->w95->cm115
5248.1000 F3639 317966 3 1609.1000 wm122 c52 273 N wm122->w72->c56->c52
5252.1000 F2756 226660 4 2496.1000 pm109 c37 258 N pm109->p30->c39->t98->c37
5253.3000 F2924 286555 3 2329.3000 pm105 c37 261 N pm105->w74->t98->c37
5266.1000 F5127 419719 1 139.1000 cm115 wm124 297 N cm115->wm124
5270.7000 F5138 313198 1 132.7000 cm116 c46 297 N cm116->c46
5272.5000 F1805 447238 7 3467.5000 pm103 c46 242 N pm103->p6->p15->p11->p21->c50->cm116->c46
5276.2000 F5208 176594 1 68.2000 cm116 c33 298 N cm116->c33
5277.3000 F5226 267598 1 51.3000 cm116 c33 299 N cm116->c33
5277.8000 F2605 487743 3 2672.8000 cm112 p23 255 N cm112->p11->c56->p23
5287.8000 F5174 318883 1 113.8000 pm109 c39 298 N pm109->c39
5372.8000 F2664 404846 4 2708.8000 cm116 cm117 254 N cm116->c61->c37->w70->cm117
5373.1000 F4272 372328 3 1101.1000 pm104 p17 281 N pm104->w68->c41->p17
5384.1000 F5215 484371 1 169.1000 wm125 t99 297 N wm125->t99
5388.5000 F1418 337159 4 3970.5000 cm112 pm108 233 N cm112->p5->w65->c53->pm108
5412.0000 F5410 393494 2 2.0000 pm108 t97 299 N pm108->t96->t97
5419.8000 F5301 299171 1 118.8000 pm108 c50 298 N pm108->c50
5428.9000 F4639 141956 3 789.9000 pm102 c34 286 N pm102->p17->c62->c34
5432.2000 F4672 162325 3 760.2000 cm117 cm113 287 N cm117->w69->c51->cm113
5437.1000 F4871 153845 1 566.1000 wm125 p11 290 N wm125->p11
5459.0000 F5430 307250 1 29.0000 cm115 p25 299 N cm115->p25
5460.0000 F5451 138273 1 9.0000 pm102 p11 299 N pm102->p11
5477.4000 F1708 189227 5 3769.4000 wm123 c52 237 N wm123->t101->t100->p28->c61->c52
5484.9000 F1925 169110 5 3559.9000 wm118 wm122 240 N wm118->p30->w79->p30->t101->wm122
5498.2000 F1865 379281 6 3633.2000 wm119 c36 239 N wm119->p28->p25->c38->w92->w95->c36
5520.9000 F5326 259497 2 194.9000 pm106 c34 296 N pm106->p21->c34
5558.1000 F4499 498854 2 1059.1000 pm105 p3 282 N pm105->t100->p3
5575.5000 F5112 105003 2 463.5000 wm122 t100 292 N wm122->t98->t100
5582.1000 M107 751567 4 2381.1000 w67 p9 260 N w67->w88->t101->t100->p9
5584.6000 F2824 458807 4 2760.6000 pm109 p25 253 N pm109->p30->w79->p8->p25
5596.8000 F2693 405127 2 2903.8000 pm106 c61 251 N pm106->p25->c61
5597.0000 F5321 146534 3 276.0000 pm106 c62 295 N pm106->p21->c34->c62
5601.6000 M138 650867 3 1493.6000 p14 wm125 275 N p14->w86->t98->wm125
5613.5000 M158 657732 1 911.5000 p23 c36 284 N p23->c36
5624.5000 F2754 324649 3 2870.5000 wm121 cm116 252 N wm121->c59->w81->cm116
5638.0000 F4661 115192 2 977.0000 cm115 c39 283 N cm115->w77->c39
5652.5000 M122 656381 4 2009.5000 wm122 cm117 266 N wm122->w72->c56->w70->cm117
5680.0000 F5531 378648 1 149.0000 cm110 w67 297 N cm110->w67
5683.1000 M177 669688 1 409.1000 c54 c46 293 N c54->c46
5683.8000 F5522 310524 1 161.8000 pm103 p27 297 N pm103->p27
5684.7000 F4734 397841 2 950.7000 pm103 c46 284 N pm103->c54->c46
5689.5000 F5420 327815 2 269.5000 cm110 w76 295 N cm110->p31->w76
5712.3000 F2994 421789 3 2718.3000 pm105 c51 254 N pm105->w66->t98->c51
5714.7000 F5626 185286 1 88.7000 cm112 p23 298 N cm112->p23
5749.4000 F5709 187992 1 40.4000 cm117 wm125 299 N cm117->wm125
5769.4000 F4825 476891 2 944.4000 pm108 p14 284 N pm108->t98->p14
5783.6000 F4944 135247 2 839.6000 cm110 c43 286 N cm110->t98->c43
5791.2000 F4538 364473 4 1253.2000 wm124 c62 279 N wm124->w88->w80->p30->c62
5794.1000 F963 457046 5 4831.1000 wm124 c60 219 N wm124->c56->w77->wm123->t98->c60
5815.5000 F5129 223949 3 686.5000 pm106 c49 288 N pm106->p13->p21->c49
5820.4000 F4312 230553 3 1508.4000 wm118 c55 274 N wm118->c34->c62->c55
5825.8000 F4966 329614 2 859.8000 wm125 c58 285 N wm125->t101->c58
5828.0000 F1198 228187 5 4630.0000 cm116 c38 222 N cm116->w71->c43->w69->c51->c38
5840.1000 F5613 380422 1 227.1000 cm111 w85 296 N cm111->w85
5843.6000 F2141 385018 4 3702.6000 wm118 c56 238 N wm118->p30->w94->c32->c56
5849.0000 F5375 273423 3 474.0000 pm102 wm122 292 N pm102->p11->t99->wm122
5881.2000 F4223 308834 4 1658.2000 wm124 cm115 272 N wm124->w88->w80->p30->cm115
5882.4000 F5826 475801 1 56.4000 pm109 c59 299 N pm109->c59
5890.0000 F5547 301915 1 343.0000 cm113 c56 294 N cm113->c56
5920.1000 F5902 106734 1 18.1000 pm104 t96 299 N pm104->t96
5920.7000 F1078 149893 5 4842.7000 wm118 pm104 219 N wm118->w69->t96->t97->t96->pm104
5929.8000 F1963 252670 2 3966.8000 wm122 c32 233 N wm122->p12->c32
5930.1000 F2691 155465 3 3239.1000 wm122 wm123 246 N wm122->p24->w81->wm123
5936.0000 F5581 333498 1 355.0000 pm104 t97 294 N pm104->t97
5948.0000 M169 944995 1 925.0000 w66 w70 284 N w66->w70
5951.2000 F1703 480462 2 4248.2000 wm123 wm118 229 N wm123->t101->wm118
5968.6000 F2409 122405 3 3559.6000 wm123 c43 240 N wm123->t101->t99->c43
5972.5000 F2696 347933 4 3276.5000 wm122 pm104 245 N wm122->p24->w81->w83->pm104
5975.1000 F5694 262418 1 281.1000 cm114 c48 295 N cm114->c48
5980.6000 F3108 134575 7 2872.6000 pm107 w66 252 N pm107->c56->cm112->c60->p7->w85->c60->w66
5998.2000 F5703 392060 1 295.2000 wm125 t100 295 N wm125->t100
6035.0000 F5637 332792 4 398.0000 wm122 p22 293 N wm122->c52->w86->w74->p22
6038.9000 F412 225182 3 5626.9000 wm122 w65 206 N wm122->p2->c33->w65
6045.8000 F4234 161254 2 1811.8000 wm124 c38 269 N wm124->p26->c38
6050.5000 F589 255381 5 5461.5000 cm114 p25 208 N cm114->c56->w77->wm123->t101->p25
6074.7000 F5939 330691 1 135.7000 cm114 w79 297 N cm114->w79
6135.8000 F5907 228023 1 228.8000 wm118 wm125 296 N wm118->wm125
6147.3000 F6117 396710 1 30.3000 pm104 c38 299 N pm104->c38
6153.2000 F6016 121668 1 137.2000 cm113 c38 297 N cm113->c38
6158.5000 F5590 126754 2 568.5000 wm121 pm104 290 N wm121->cm113->pm104
6167.4000 F6090 331148 1 77.4000 cm117 p30 298 N cm117->p30
6195.1000 F3853 205244 3 2342.1000 wm122 c32 260 N wm122->w72->c40->c32
6209.6000 F6063 256782 1 146.6000 pm108 p3 297 N pm108->p3
6229.5000 F5861 360901 1 368.5000 cm111 c51 293 N cm111->c51
6237.6000 F6044 247663 1 193.6000 pm104 c62 296 N pm104->c62
6251.4000 F5784 253944 2 467.4000 wm122 p3 292 N wm122->w74->p3
6267.7000 F5805 161603 2 462.7000 cm111 c52 292 N cm111->p14->c52
6273.6000 F5402 405794 5 871.6000 pm108 w74 285 N pm108->t96->t97->t96->t97->w74
6276.2000 F6172 204038 1 104.2000 pm109 c59 298 N pm109->c59
6282.5000 F5983 222308 1 299.5000 wm118 p0 295 N wm118->p0
6302.8000 F5781 102437 4 521.8000 pm105 p22 291 N pm105->c39->t96->t97->p22
6306.0000 F4463 299034 5 1843.0000 wm124 c50 269 N wm124->p26->c60->w73->c52->c50
6316.8000 F4114 389928 3 2202.8000 cm114 c61 263 N cm114->c39->t98->c61
6325.8000 F5282 389935 2 1043.8000 pm106 c61 282 N pm106->p13->c61
6386.4000 F1044 143460 7 5342.4000 cm115 w82 210 N cm115->w78->p10->t97->t96->t97->t96->w82
6415.1000 F5685 342773 3 730.1000 wm122 cm114 287 N wm122->w86->t98->cm114
6457.1000 M178 890709 1 1150.1000 p4 w94 280 N p4->w94
6474.7000 F6106 398437 2 368.7000 cm116 c48 293 N cm116->c60->c48
6509.8000 F5893 425245 2 616.8000 pm106 p13 289 N pm106->p30->p13
6513.0000 F6384 444287 1 129.0000 wm125 p0 297 N wm125->p0
6513.8000 F6167 264035 1 346.8000 cm117 w79 294 N cm117->w79
6539.5000 F6383 174603 1 156.5000 wm119 c61 297 N wm119->c61
6553.2000 M208 501446 1 366.2000 c58 p4 293 N c58->p4
6554.2000 F5723 241726 3 831.2000 pm105 c58 286 N pm105->c39->p4->c58
6611.3000 F4816 499804 5 1795.3000 pm102 wm118 270 N pm102->p17->c34->p22->t99->wm118
6625.1000 F5229 250385 2 1396.1000 cm116 p21 276 N cm116->t99->p21
6626.5000 F5388 459845 5 1238.5000 wm123 w95 279 N wm123->w89->p28->p20->c36->w95
6627.9000 F4829 329694 3 1798.9000 cm112 c36 270 N cm112->c32->w95->c36
6656.8000 F6600 437612 1 56.8000 wm123 c52 299 N wm123->c52
6676.2000 F6647 349808 1 29.2000 pm108 c61 299 N pm108->c61
6677.0000 F6219 181836 2 458.0000 wm119 cm112 292 N wm119->pm108->cm112
6683.1000 F5426 355211 2 1257.1000 pm104 c50 279 N pm104->c56->c50
6683.7000 F1659 149992 2 5024.7000 wm123 w70 216 N wm123->t101->w70
6695.4000 F4316 355653 3 2379.4000 pm104 c43 260 N pm104->w68->w81->c43
6700.2000 F1254 460448 7 5446.2000 pm105 c40 209 N pm105->p1->t96->t97->t96->t97->t96->c40
6718.8000 F6211 264538 2 507.8000 wm118 w64 291 N wm118->t100->w64
6723.8000 F2403 412512 6 4320.8000 wm122 c40 227 N wm122->w70->t97->t96->t97->t96->c40
6725.4000 F1624 389019 7 5101.4000 wm123 c40 214 N wm123->w77->p20->w73->t96->t97->t96->c40
6726.2000 F4609 340144 2 2117.2000 pm105 w74 264 N pm105->t100->w74
6726.7000 F1622 307796 6 5104.7000 pm106 c40 214 N pm106->p21->t97->t96->t97->t96->c40
6731.5000 F2832 370977 3 3899.5000 wm118 t97 235 N wm118->w84->p26->t97
6763.2000 F4998 226952 2 1765.2000 pm104 w90 270 N pm104->w70->w90
6778.8000 F5264 440781 2 1514.8000 pm102 c60 274 N pm102->p11->c60
6784.8000 F4325 198453 7 2459.8000 wm124 c43 259 N wm124->w88->w80->p30->p8->c55->p2->c43
6785.6000 F4294 186830 5 2491.6000 wm124 c43 258 N wm124->w88->w80->c62->p2->c43
6800.9000 F6369 286257 1 431.9000 cm113 w86 292 N cm113->w86
6834.9000 F6659 322675 2 175.9000 wm123 c57 297 N wm123->c52->c57
6836.7000 F3813 471002 2 3023.7000 wm120 w83 249 N wm120->t100->w83
6844.2000 F6267 163374 2 577.2000 wm118 wm125 290 N wm118->t100->wm125
6847.3000 F5927 166347 2 920.3000 pm109 w92 284 N pm109->c59->w92
6853.4000 F6236 423057 2 617.4000 pm107 w78 289 N pm107->c45->w78
6862.5000 F4766 433177 3 2096.5000 pm102 t101 265 N pm102->c32->t100->t101
6899.4000 F6150 201697 2 749.4000 cm116 c41 287 N cm116->c35->c41
6903.2000 F6855 430507 1 48.2000 pm103 pm102 299 N pm103->pm102
6907.7000 F4687 117146 5 2220.7000 pm102 pm104 262 N pm102->p17->c62->c55->c42->pm104
6920.7000 F5819 103169 3 1101.7000 cm115 w78 281 N cm115->p4->c58->w78
6921.8000 F6223 269824 2 698.8000 cm115 w78 288 N cm115->c58->w78
6923.2000 F6073 192179 3 850.2000 pm108 c60 285 N pm108->cm114->w74->c60
6925.0000 F3141 226441 8 3784.0000 wm118 c47 236 N wm118->t96->t97->t96->t97->t96->t97->t96->c47
6930.2000 F6884 207749 1 46.2000 pm104 cm116 299 N pm104->cm116
6963.8000 M227 618726 1 216.8000 p4 w72 296 N p4->w72
6967.1000 F3842 375394 3 3125.1000 cm117 c60 247 N cm117->p10->t99->c60
6968.0000 F5943 224255 2 1025.0000 cm111 c60 282 N cm111->t99->c60
6997.8000 F3153 236997 5 3844.8000 wm120 c32 235 N wm120->w80->c51->p7->p19->c32
6999.2000 F2638 346714 4 4361.2000 pm108 c32 227 N pm108->c51->p7->p19->c32
6999.3000 F4721 126283 5 2278.3000 wm118 p25 262 N wm118->t97->t96->t97->t96->p25
7038.6000 F3640 319911 7 3398.6000 wm122 c42 243 N wm122->w72->pm108->c56->c52->w72->c53->c42
7080.2000 F6444 279144 2 636.2000 wm118 p14 289 N wm118->t98->p14
7086.1000 F3027 189220 4 4059.1000 wm122 wm118 232 N wm122->p29->w83->t101->wm118
7087.9000 F4374 129003 4 2713.9000 pm106 c32 254 N pm106->w79->p30->p25->c32
7088.7000 F7042 281333 1 46.7000 cm113 w82 299 N cm113->w82
7092.1000 F2621 234784 5 4471.1000 pm104 p11 225 N pm104->p24->w81->cm110->t101->p11
7093.7000 F6908 369529 3 185.7000 cm116 c45 296 N cm116->c55->pm104->c45
7104.7000 F7033 296159 1 71.7000 wm118 p11 298 N wm118->p11
7108.4000 F2358 167742 8 4750.4000 wm124 c32 220 N wm124->t97->t96->t97->t96->t97->t96->t97->c32
7110.1000 F6772 402997 2 338.1000 pm109 w87 294 N pm109->p31->w87
7114.4000 F7103 203105 1 11.4000 cm117 c59 299 N cm117->c59
7122.1000 F6928 137407 1 194.1000 wm119 c54 296 N wm119->c54
7131.5000 M100 971584 2 4139.5000 p27 pm102 231 N p27->p15->pm102
7152.6000 F4322 294162 6 2830.6000 pm104 c34 252 N pm104->w68->w78->p9->c45->cm110->c34
7206.7000 F6731 236356 2 475.7000 wm119 p3 292 N wm119->t99->p3
7209.2000 F5412 383333 9 1797.2000 pm108 c42 270 N pm108->t96->t97->t96->t97->t96->t97->t96->t97->c42
7229.6000 F6660 322961 2 569.6000 pm108 p24 290 N pm108->c61->p24
7234.9000 F6862 177498 2 372.9000 cm114 cm112 293 N cm114->c61->cm112
7256.9000 F5975 311461 3 1281.9000 cm115 c54 278 N cm115->p21->w74->c54
7289.3000 F7166 111790 1 123.3000 cm110 w94 297 N cm110->w94
7319.2000 F6898 292894 2 421.2000 wm124 cm117 292 N wm124->cm114->cm117
7324.8000 F6834 330585 2 490.8000 wm124 cm117 291 N wm124->c39->cm117
7336.8000 F2892 161531 5 4444.8000 wm121 cm111 225 N wm121->c59->w81->p31->c51->cm111
7353.8000 F7124 462961 1 229.8000 pm108 cm114 296 N pm108->cm114
7368.2000 F5136 115958 2 2232.2000 wm125 c34 262 N wm125->t101->c34
7370.3000 F2315 371824 4 5055.3000 wm118 wm119 215 N wm118->c58->w65->c49->wm119
7372.8000 F5534 120746 3 1838.8000 pm105 p25 269 N pm105->c39->c56->p25
7373.5000 F1026 166625 3 6347.5000 cm110 c59 194 N cm110->p22->w91->c59
7376.9000 F6343 209276 3 1033.9000 wm125 p2 282 N wm125->p0->cm110->p2
7383.4000 F1689 191785 6 5694.4000 wm121 p1 205 N wm121->w86->p24->w81->w83->w79->p1
7387.3000 F5822 449885 2 1565.3000 pm102 p11 273 N pm102->t101->p11
7396.1000 F1670 240127 6 5726.1000 wm121 w90 204 N wm121->w86->p24->w81->w76->t101->w90
7448.8000 F6040 298911 10 1408.8000 wm118 p12 276 N wm118->t96->t97->t96->t97->t96->t97->t96->t97->t96->p12
7452.2000 F5236 498742 3 2216.2000 pm106 c42 263 N pm106->p21->p13->c42
7457.2000 F4756 397850 2 2701.2000 wm125 p1 254 N wm125->t101->p1
7457.7000 F625 111424 3 6832.7000 cm112 p1 186 N cm112->t100->t101->p1
7468.1000 F5687 443304 3 1781.1000 cm113 c61 270 N cm113->p8->p17->c61
7473.0000 F6677 312945 2 796.0000 pm108 p8 286 N pm108->c61->p8
7500.0000 F5367 388276 4 2133.0000 wm123 p17 264 N wm123->w89->p28->c48->p17
7513.7000 F4530 345369 4 2983.7000 wm125 p25 250 N wm125->w64->wm118->t98->p25
7515.7000 F7391 392141 1 124.7000 cm114 c35 297 N cm114->c35
7530.4000 F7474 244680 2 56.4000 pm106 cm115 299 N pm106->c55->cm115
7531.4000 F6542 157870 3 989.4000 pm107 p4 283 N pm107->c37->c58->p4
7531.9000 F1238 105769 4 6293.9000 cm110 p4 195 N cm110->p22->w91->c58->p4
7632.3000 F7603 236221 1 29.3000 wm124 c46 299 N wm124->c46
7660.5000 F7605 484428 1 55.5000 pm107 w74 299 N pm107->w74
7663.4000 F4458 396708 2 3205.4000 pm105 pm103 246 N pm105->t100->pm103
7668.8000 F7576 349175 2 92.8000 wm125 t100 298 N wm125->t101->t100
7690.0000 F3886 294512 3 3804.0000 pm107 t96 236 N pm107->c45->t98->t96
7716.0000 F999 377375 8 6717.0000 pm108 t97 188 N pm108->p10->c46->cm116->c59->c55->c44->t98->t97
7716.6000 F1493 138275 6 6223.6000 wm121 t97 196 N wm121->w87->c54->c45->c39->t98->t97
7717.0000 F1678 100892 6 6039.0000 wm123 cm115 199 N wm123->w77->w88->t100->p21->c60->cm115
7726.1000 F7615 295300 1 111.1000 cm115 t100 298 N cm115->t100
7747.5000 F6683 307249 2 1064.5000 wm125 p11 282 N wm125->t101->p11
7768.3000 F7673 471441 1 95.3000 wm124 c44 298 N wm124->c44
7771.4000 F6814 313909 2 957.4000 wm119 t97 284 N wm119->t99->t97
7773.8000 M77 598670 1 5473.8000 t99 t97 208 N t99->t97
7789.9000 F5733 123427 3 2056.9000 wm122 p9 265 N wm122->c43->t98->p9
7796.4000 F5752 170191 3 2044.4000 wm122 c34 265 N wm122->w74->c43->c34
7802.2000 F6301 198505 3 1501.2000 cm113 w74 274 N cm113->p3->t98->w74
7804.2000 F3896 196037 4 3908.2000 wm124 c58 234 N wm124->p26->p13->p26->c58
7838.0000 F2525 413589 3 5313.0000 pm104 c58 211 N pm104->p24->w80->c58
7838.9000 F4449 269231 4 3389.9000 wm118 p1 243 N wm118->c34->p22->t99->p1
7840.5000 F3022 265613 4 4818.5000 wm122 cm116 219 N wm122->p29->w83->w79->cm116
7857.4000 F7835 223335 1 22.4000 cm116 p10 299 N cm116->p10
7897.8000 F7688 437565 1 209.8000 wm123 pm108 296 N wm123->pm108
7909.8000 F5107 228190 2 2802.8000 cm116 w90 253 N cm116->t99->w90
7910.9000 F1096 274567 4 6814.9000 pm109 w90 186 N pm109->p8->p10->t99->w90
7920.3000 F6827 190057 3 1093.3000 pm105 c40 281 N pm105->t96->t97->c40
7920.8000 F7870 285821 1 50.8000 pm102 c53 299 N pm102->c53
7940.3000 F5543 221564 3 2397.3000 pm105 p0 260 N pm105->c39->t101->p0
7948.3000 F7091 185962 2 857.3000 cm115 c62 285 N cm115->c55->c62
7954.2000 F7720 329526 1 234.2000 cm113 c60 296 N cm113->c60
7961.2000 F4422 224939 2 3539.2000 cm115 c63 241 N cm115->w77->c63
7968.7000 F5971 210347 2 1997.7000 wm118 p9 266 N wm118->t100->p9
7985.1000 F6182 452945 2 1803.1000 cm116 w82 269 N cm116->c35->w82
8009.3000 F7713 292956 1 296.3000 cm111 wm118 295 N cm111->wm118
8024.6000 F6852 379612 3 1172.6000 pm104 w89 280 N pm104->c45->c60->w89
8024.7000 F8023 310615 1 1.7000 wm122 c61 299 N wm122->c61
8097.3000 F8001 195384 1 96.3000 wm125 c62 298 N wm125->c62
8123.9000 F7752 137173 2 371.9000 pm106 c51 293 N pm106->c62->c51
8125.1000 F7995 170972 1 130.1000 pm106 wm125 297 N pm106->wm125
8125.9000 F8072 196032 1 53.9000 pm106 c59 299 N pm106->c59
8147.5000 F7762 151350 1 385.5000 cm113 p21 293 N cm113->p21
8166.6000 F7948 231887 2 218.6000 cm115 pm106 296 N cm115->c51->pm106
8171.1000 F5465 172738 4 2706.1000 cm112 c55 254 N cm112->w92->c62->c60->c55
8172.7000 F4658 110876 2 3514.7000 wm125 p16 241 N wm125->t101->p16
8179.8000 F7992 368909 1 187.8000 cm112 p30 296 N cm112->p30
8203.6000 F2140 217886 5 6063.6000 pm104 cm110 198 N pm104->w70->p5->c53->c33->cm110
8240.5000 F7914 102432 2 326.5000 wm118 c55 294 N wm118->w76->c55
8241.4000 F4382 187029 4 3859.4000 pm105 w79 235 N pm105->w77->c39->t101->w79
8253.6000 F8079 228598 1 174.6000 wm124 c58 297 N wm124->c58
8268.2000 F8176 413548 1 92.2000 wm124 c56 298 N wm124->c56
8282.8000 F7979 141228 2 303.8000 pm106 cm115 294 N pm106->wm125->cm115
8285.5000 F8149 119160 1 136.5000 pm105 cm116 297 N pm105->cm116
8308.8000 F4548 290050 3 3760.8000 wm124 w64 237 N wm124->w88->w77->w64
8318.9000 F7984 315474 2 334.9000 pm107 c60 294 N pm107->w94->c60
8361.6000 F1600 401565 5 6761.6000 cm112 c46 187 N cm112->p5->c49->p10->c54->c46
8369.3000 F8196 483517 1 173.3000 wm120 c50 297 N wm120->c50
8373.1000 F8026 467319 2 347.1000 wm122 w84 294 N wm122->c61->w84
8378.9000 F5403 147350 4 2975.9000 wm123 cm114 250 N wm123->c33->c40->cm116->cm114
8387.2000 F7243 126369 3 1144.2000 wm120 wm119 280 N wm120->w76->t98->wm119
8389.0000 F8127 186134 2 262.0000 pm108 cm117 295 N pm108->c36->cm117
8394.5000 F5875 417543 3 2519.5000 wm122 c40 258 N wm122->w86->t98->c40
8405.8000 F7861 330560 3 544.8000 wm122 t98 290 N wm122->w86->c61->t98
8423.0000 F8234 217207 1 189.0000 cm117 c52 296 N cm117->c52
8443.1000 F4731 102063 3 3712.1000 wm125 c61 238 N wm125->w64->t99->c61
8445.7000 F7588 146441 2 857.7000 wm124 t96 285 N wm124->c46->t96
8469.4000 F8429 290889 1 40.4000 wm120 pm109 299 N wm120->pm109
8491.9000 F4584 411892 3 3907.9000 cm115 c60 234 N cm115->w77->p23->c60
8508.2000 F7202 300163 3 1306.2000 pm107 c45 278 N pm107->c58->c56->c45
8521.9000 F4071 103791 6 4450.9000 pm104 c34 225 N pm104->w68->w78->p9->w74->w78->c34
8525.4000 F8028 164017 3 497.4000 cm111 w94 291 N cm111->w74->c49->w94
8533.6000 F8418 264977 1 115.6000 cm113 p4 298 N cm113->p4
8561.0000 F8515 288504 1 46.0000 pm102 cm110 299 N pm102->cm110
8561.6000 F1844 251870 6 6717.6000 pm103 p25 188 N pm103->p6->p15->p21->w66->t98->p25
8573.4000 F8329 346526 1 244.4000 cm116 cm114 295 N cm116->cm114
8586.9000 F8184 197663 2 402.9000 wm118 p28 293 N wm118->p0->p28
8586.9000 F2641 147931 6 5945.9000 wm122 p25 200 N wm122->p24->w81->w76->t101->t99->p25
8590.1000 F7247 145445 3 1343.1000 wm120 c57 277 N wm120->w76->c55->c57
8607.7000 F7186 256433 4 1421.7000 wm121 c49 276 N wm121->pm106->c55->w94->c49
8663.7000 F8575 306664 1 88.7000 cm116 c59 298 N cm116->c59
8664.3000 F8539 146854 2 125.3000 cm111 cm116 297 N cm111->c59->cm116
8678.2000 M173 664855 1 3528.2000 w91 p27 241 N w91->p27
8687.2000 M281 841633 1 356.2000 c36 pm106 294 N c36->pm106
8701.7000 F253 231596 12 8448.7000 wm120 wm121 159 N wm120->p6->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->wm121
8711.1000 F6938 144804 3 1773.1000 pm105 p0 270 N pm105->t96->t100->p0
8724.1000 F8050 145562 2 674.1000 wm125 c54 288 N wm125->c62->c54
8730.7000 F7854 405061 3 876.7000 cm114 cm116 285 N cm114->p23->w82->cm116
8733.1000 F3514 446923 4 5219.1000 pm106 c44 213 N pm106->p1->c46->p10->c44
8744.9000 F8594 315202 1 150.9000 wm122 w83 297 N wm122->w83
8745.3000 F8612 217635 1 133.3000 cm114 w73 297 N cm114->w73
8763.5000 F2162 480452 7 6601.5000 wm122 c37 189 N wm122->p12->w82->t96->t97->t96->t97->c37
8764.1000 M296 529544 1 0.1000 t97 t96 299 N t97->t96
8768.0000 F4150 344890 4 4618.0000 wm124 w66 223 N wm124->p26->p13->p22->w66
8769.6000 F8617 386260 1 152.6000 cm117 p22 297 N cm117->p22
8771.6000 F8665 276513 1 106.6000 wm121 c37 298 N wm121->c37
8776.4000 F8632 349521 1 144.4000 cm110 p31 297 N cm110->p31
8777.0000 F8739 147270 1 38.0000 cm110 p31 299 N cm110->p31
8783.8000 F5330 380940 3 3453.8000 pm102 p30 242 N pm102->wm125->t100->p30
8794.1000 F2340 317091 12 6454.1000 wm122 wm125 192 N wm122->w70->w95->t96->t97->t96->t97->t96->t97->t96->t97->t96->wm125
